Found fragments: 
m/z 	z 	I 	fragment 	error 	std-dev 	formula 
1337.1636993077777	9	344733.13948831876	c37	0.0	
1337.27507853	9	182407.68896362564	c37	0.0	
1337.386456641111	9	90836.26779610023	c37	0.0	
1337.4978338633332	9	42782.340102940216	c37	0.0	
1534.4565771549999	8	662779.835437637	c37+CMCT	0.0	
1534.58372	8	3102114.744035761	c37+CMCT	1.18	
1534.71052	8	7606284.611672348	c37+CMCT	2.13	
1534.83573	8	12948915.979095317	c37+CMCT	2.06	
1534.96042	8	17140741.4650926	c37+CMCT	1.65	
1535.08629	8	18753436.241126105	c37+CMCT	2.01	
1535.20798	8	17615042.192767102	c37+CMCT	-0.35	
1535.3368	8	14576673.659335969	c37+CMCT	1.93	
1535.46741	8	10826854.034393078	c37+CMCT	5.38	
1535.5844502799998	8	7320209.934970298	c37+CMCT	0.0	
1535.71517	8	4554901.729006244	c37+CMCT	3.53	
1535.8337	8	2631308.610137314	c37+CMCT	-0.89	
1535.9603645299999	8	1421335.640985969	c37+CMCT	0.0	
1536.08566653	8	722175.8793072414	c37+CMCT	0.0	
1536.2109675299998	8	346928.8096989067	c37+CMCT	0.0	
1363.8494823077776	9	257566.06345782685	c37+CMCT	0.0	
1363.9608929744443	9	1205527.7488763542	c37+CMCT	0.0	
1364.06443	9	2955914.890914981	c37+CMCT	-5.77	
1364.18207	9	5032140.593986964	c37+CMCT	-1.19	
1364.2950931966666	9	6661146.081786088	c37+CMCT	0.0	
1364.40895	9	7287863.164612963	c37+CMCT	1.81	
1364.52041	9	6845466.3715571845	c37+CMCT	1.86	
1364.6333	9	5664711.344553012	c37+CMCT	2.96	
1364.7406514188888	9	4207475.882892196	c37+CMCT	0.0	
1364.8596	9	2844742.0332125975	c37+CMCT	5.54	
1364.9634194188889	9	1770102.2949841633	c37+CMCT	0.0	
1365.074801418889	9	1022565.5100207463	c37+CMCT	0.0	
1365.1861821966666	9	552352.0878684146	c37+CMCT	0.0	
1365.2975617522222	9	280648.2460869359	c37+CMCT	0.0	
1365.4089404188887	9	134821.67536864485	c37+CMCT	0.0	
1515.575400905	8	164231.46307897373	c37+CMCT-G	0.0	
1515.700739655	8	756570.6640769502	c37+CMCT-G	0.0	
1515.826071155	8	1828279.882773077	c37+CMCT-G	0.0	
1515.94843	8	3070448.0191597105	c37+CMCT-G	-1.96	
1516.076718655	8	4012734.7262760084	c37+CMCT-G	0.0	
1516.20702	8	4337121.7017055545	c37+CMCT-G	3.29	
1516.33033	8	4026690.427139559	c37+CMCT-G	1.96	
1516.452664405	8	3295068.3473444716	c37+CMCT-G	0.0	
1516.577974905	8	2421147.96052997	c37+CMCT-G	0.0	
1516.7032834049999	8	1619941.2055957918	c37+CMCT-G	0.0	
1516.828590155	8	997804.9218611757	c37+CMCT-G	0.0	
1516.953895405	8	570771.5513896049	c37+CMCT-G	0.0	
1517.0791994049998	8	305364.02603815857	c37+CMCT-G	0.0	
1517.20450203	8	153706.53867771296	c37+CMCT-G	0.0	
1517.32980353	8	73156.6700029756	c37+CMCT-G	0.0	
1372.4997887522222	9	180978.2728314115	c38	0.0	
1372.611197641111	9	840572.4764253891	c38	0.0	
1372.7226003077778	9	2048612.7129337015	c38	0.0	
1372.8339983077776	9	3470653.597849973	c38	0.0	
1372.94922	9	4576425.198902645	c38	2.79	
1373.0567840855554	9	4991498.559680727	c38	0.0	
1373.16735	9	4677057.792824961	c38	-0.6	
1373.28874	9	3863079.0111275287	c38	6.68	
1373.39094453	9	2865382.38901151	c38	0.0	
1373.5023278633332	9	1935469.2131683175	c38	0.0	
1373.613709641111	9	1203645.3798403626	c38	0.0	
1373.7250901966665	9	695157.2554340411	c38	0.0	
1373.836469641111	9	375551.73001228983	c38	0.0	
1373.9478478633332	9	190903.59146691184	c38	0.0	
1374.0592253077778	9	91746.6428491628	c38	0.0	
1575.588142155	8	275522.06526806013	c38+CMCT	0.0	
1575.71347853	8	1325644.106779247	c38+CMCT	0.0	
1575.83880828	8	3336410.3900727048	c38+CMCT	0.0	
1575.96413278	8	5823625.158880347	c38+CMCT	0.0	
1576.08767	8	7896901.113730293	c38+CMCT	-1.13	
1576.22012	8	8844194.167807661	c38+CMCT	3.39	
1576.33687	8	8498600.031716254	c38+CMCT	-2.04	
1576.46501	8	7190865.350244316	c38+CMCT	-0.25	
1576.590706405	8	5458677.288989102	c38+CMCT	0.0	
1576.70929	8	3770453.9782463517	c38+CMCT	-4.26	
1576.83991	8	2395992.244419756	c38+CMCT	-0.89	
1576.9666255299999	8	1413053.6567468669	c38+CMCT	0.0	
1577.091928905	8	779060.0008680444	c38+CMCT	0.0	
1577.2172311549998	8	403944.19918942277	c38+CMCT	0.0	
1577.342532405	8	197928.03581564108	c38+CMCT	0.0	
1577.4678324049999	8	92089.10948340101	c38+CMCT	0.0	
1556.7069660299999	8	431315.46495787165	c38+CMCT-G	0.0	
1556.83230403	8	2043439.6250483284	c38+CMCT-G	0.0	
1556.9481	8	5070481.134872639	c38+CMCT-G	-6.12	
1557.07212	8	8733660.118778277	c38+CMCT-G	-6.96	
1557.2052	8	11695452.458551792	c38+CMCT-G	-1.98	
1557.333600405	8	12943154.133160615	c38+CMCT-G	0.0	
1557.45139	8	12296281.577117203	c38+CMCT-G	-4.83	
1557.584228155	8	10290582.474591827	c38+CMCT-G	0.0	
1557.70378	8	7729426.748356414	c38+CMCT-G	-3.7	
1557.8348472799998	8	5284511.831491696	c38+CMCT-G	0.0	
1557.95229	8	3324772.298616494	c38+CMCT-G	-5.05	
1558.085459655	8	1941959.5533754993	c38+CMCT-G	0.0	
1558.210763655	8	1060592.5507228056	c38+CMCT-G	0.0	
1558.3360664049999	8	544805.4095757825	c38+CMCT-G	0.0	
1558.46136803	8	264602.99679981434	c38+CMCT-G	0.0	
1558.5866686549998	8	122027.68949088108	c38+CMCT-G	0.0	
1409.0611798633333	9	242742.66833739143	c39	0.0	
1409.1725883077777	9	1159227.9886810174	c39	0.0	
1409.283990752222	9	2900278.166792493	c39	0.0	
1409.39471	9	5038207.9927559765	c39	-0.48	
1409.5067829744444	9	6805607.644862128	c39	0.0	
1409.61842	9	7598424.115696281	c39	0.17	
1409.72146	9	7283570.231522611	c39	-5.75	
1409.8409500855555	9	6150989.451005701	c39	0.0	
1409.95692	9	4662616.338018311	c39	3.25	
1410.06371853	9	3217365.0572368964	c39	0.0	
1410.1751004188889	9	2043200.7377227389	c39	0.0	
1410.2864811966667	9	1204632.4495193004	c39	0.0	
1410.397860641111	9	664145.6872782303	c39	0.0	
1410.5092391966666	9	344428.81167051673	c39	0.0	
1410.620616641111	9	168864.89642915555	c39	0.0	
1410.7319933077777	9	78601.8207298802	c39	0.0	
1436.9722645299998	9	168208.3491753173	c39+CMCT	0.0	
1437.0836741966666	9	831340.4687556247	c39+CMCT	0.0	
1437.1950780855557	9	2146280.4498429657	c39+CMCT	0.0	
1437.31324	9	3838736.3762537707	c39+CMCT	4.7	
1437.42488	9	5329438.279520046	c39+CMCT	4.87	
1437.5292664188887	9	6106679.38319861	c39+CMCT	0.0	
1437.6406569744443	9	6000148.377832576	c39+CMCT	0.0	
1437.7520453077777	9	5188535.873033625	c39+CMCT	0.0	
1437.85917	9	4023569.09423134	c39+CMCT	-2.96	
1437.985	9	2837979.4747568225	c39+CMCT	7.08	
1438.0862003077777	9	1840924.1087651462	c39+CMCT	0.0	
1438.19758253	9	1107979.4025068234	c39+CMCT	0.0	
1438.3089635299998	9	623200.279959141	c39+CMCT	0.0	
1438.4203434188887	9	329558.6886122943	c39+CMCT	0.0	
1438.5317223077777	9	164697.99187745983	c39+CMCT	0.0	
1438.6431003077778	9	78098.33153981795	c39+CMCT	0.0	
1597.83853103	8	92053.64876518832	c39+CMCT-G	0.0	
1597.9638684049999	8	448181.72545937786	c39+CMCT-G	0.0	
1598.089199155	8	1141128.349761363	c39+CMCT-G	0.0	
1598.22587	8	2014681.2066663646	c39+CMCT-G	7.1	
1598.33641	8	2762930.619532012	c39+CMCT-G	-2.15	
1598.4612	8	3129118.064970909	c39+CMCT-G	-2.48	
1598.59047928	8	3040332.214425067	c39+CMCT-G	0.0	
1598.7157919049998	8	2600923.794355594	c39+CMCT-G	0.0	
1598.84110253	8	1996081.7992397654	c39+CMCT-G	0.0	
1598.9664112799999	8	1393820.1880621433	c39+CMCT-G	0.0	
1599.09171828	8	895351.9404149784	c39+CMCT-G	0.0	
1599.2170237799999	8	533767.8999218431	c39+CMCT-G	0.0	
1599.3423279049998	8	297446.01732505066	c39+CMCT-G	0.0	
1599.4676309049999	8	155875.83293923642	c39+CMCT-G	0.0	
1599.592932655	8	77205.08743116728	c39+CMCT-G	0.0	
1599.7182334049999	8	36290.51970694976	c39+CMCT-G	0.0	
1420.1889968633334	9	73655.79643487549	c39+CMCT-G	0.0	
1420.3004078633332	9	358608.0766931092	c39+CMCT-G	0.0	
1420.4118129744445	9	913062.3127225086	c39+CMCT-G	0.0	
1420.5232134188889	9	1612026.7999143607	c39+CMCT-G	0.0	
1420.6346101966667	9	2210731.0031244904	c39+CMCT-G	0.0	
1420.7460039744444	9	2503732.1855877144	c39+CMCT-G	0.0	
1420.85344	9	2432691.0848619505	c39+CMCT-G	-2.78	
1420.97941	9	2081102.8797820592	c39+CMCT-G	7.48	
1421.08017153	9	1597144.672094339	c39+CMCT-G	0.0	
1421.1915570855554	9	1115251.132528153	c39+CMCT-G	0.0	
1421.3029410855554	9	716406.8034825769	c39+CMCT-G	0.0	
1421.4143237522221	9	427088.98894817027	c39+CMCT-G	0.0	
1421.5257051966664	9	237998.4237055414	c39+CMCT-G	0.0	
1421.637085641111	9	124722.47188566475	c39+CMCT-G	0.0	
1421.7484649744445	9	61774.87019631653	c39+CMCT-G	0.0	
1421.8598434188887	9	29037.492461263228	c39+CMCT-G	0.0	
1445.6225709744442	9	212874.78973587716	c40	0.0	
1445.7339789744444	9	1044424.9355667159	c40	0.0	
1445.8453810855556	9	2680846.2451637513	c40	0.0	
1445.95604	9	4772255.612319186	c40	-0.51	
1446.0681731966665	9	6600187.44779785	c40	0.0	
1446.18376	9	7539371.929283388	c40	2.9	
1446.29558	9	7389515.946504944	c40	3.2	
1446.40234053	9	6377561.480080108	c40	0.0	
1446.51723	9	4938271.550373807	c40	2.42	
1446.6251091966667	9	3479459.1902251686	c40	0.0	
1446.7364913077777	9	2255417.8573496602	c40	0.0	
1446.8478720855553	9	1356934.38123362	c40	0.0	
1446.9592517522221	9	763181.4903254553	c40	0.0	
1447.0706304188886	9	403647.57852881146	c40	0.0	
1447.1820080855555	9	201798.69616615085	c40	0.0	
1447.2933848633334	9	95755.26294081466	c40	0.0	
1657.8512722799999	8	120459.23209853837	c40+CMCT	0.0	
1657.97660753	8	611114.6752668967	c40+CMCT	0.0	
1658.1019365299999	8	1617399.5954441614	c40+CMCT	0.0	
1658.2272607799998	8	2962584.2376868683	c40+CMCT	0.0	
1658.35509	8	4208799.948406499	c40+CMCT	1.51	
1658.4778981549998	8	4931615.8108133245	c40+CMCT	0.0	
1658.60238	8	4952309.925483458	c40+CMCT	-0.5	
1658.73947	8	4374621.620503548	c40+CMCT	6.6	
1658.8538345299999	8	3463946.197649661	c40+CMCT	0.0	
1658.979142655	8	2493875.978145131	c40+CMCT	0.0	
1659.10444928	8	1650691.5883631597	c40+CMCT	0.0	
1659.22975428	8	1013406.9206806226	c40+CMCT	0.0	
1659.35505803	8	581282.8995735865	c40+CMCT	0.0	
1659.4803605299999	8	313401.6164897411	c40+CMCT	0.0	
1659.6056620299998	8	159640.31316960548	c40+CMCT	0.0	
1659.730962405	8	77166.20356704203	c40+CMCT	0.0	
1473.533655752222	9	590202.40353949	c40+CMCT	0.0	
1473.6450648633333	9	2994219.238304058	c40+CMCT	0.0	
1473.7564684188887	9	7924615.7565911105	c40+CMCT	0.0	
1473.867867752222	9	14515486.337657083	c40+CMCT	0.0	
1473.9817	9	20621448.454315174	c40+CMCT	1.65	
1474.09099	9	24162959.15363628	c40+CMCT	0.23	
1474.20946	9	24264352.097993117	c40+CMCT	5.03	
1474.31716	9	21433908.80065506	c40+CMCT	2.53	
1474.43074	9	16971960.853211466	c40+CMCT	4.01	
1474.54595	9	12219001.987548886	c40+CMCT	6.61	
1474.6475908633333	9	8087733.301814536	c40+CMCT	0.0	
1474.7589730855555	9	4965291.492643627	c40+CMCT	0.0	
1474.8703541966668	9	2848055.383451988	c40+CMCT	0.0	
1474.9817341966666	9	1535543.4706249554	c40+CMCT	0.0	
1475.0931133077777	9	782174.1421813471	c40+CMCT	0.0	
1475.204491418889	9	378083.7551747799	c40+CMCT	0.0	
1511.8722595299998	9	412272.83767586853	c41+CMCT	0.0	
1511.9836683077779	9	2145637.137530265	c41+CMCT	0.0	
1512.09225	9	5819485.783559197	c41+CMCT	-1.87	
1512.20845	9	10914011.528208092	c41+CMCT	1.31	
1512.32131	9	15864582.061610222	c41+CMCT	2.28	
1512.43201	9	19009265.70674038	c41+CMCT	1.82	
1512.54077	9	19511048.645296738	c41+CMCT	0.08	
1512.6459	9	17608925.770928133	c41+CMCT	-4.06	
1512.76843	9	14240400.412280383	c41+CMCT	3.31	
1512.87328	9	10467657.32750021	c41+CMCT	-1.01	
1512.99468	9	7071882.829142776	c41+CMCT	5.61	
1513.0975761966665	9	4430444.271529009	c41+CMCT	0.0	
1513.208957418889	9	2592655.951401798	c41+CMCT	0.0	
1513.32033753	9	1425728.158663711	c41+CMCT	0.0	
1513.431716641111	9	740644.9095724592	c41+CMCT	0.0	
1513.5430949744443	9	365005.5494770232	c41+CMCT	0.0	
1495.0889917522222	9	98023.17897306109	c41+CMCT-G	0.0	
1495.2004018633331	9	502952.7520052326	c41+CMCT-G	0.0	
1495.3118063077777	9	1346170.1418975787	c41+CMCT-G	0.0	
1495.4232064188889	9	2493486.2296983385	c41+CMCT-G	0.0	
1495.5346030855553	9	3582157.2235790202	c41+CMCT-G	0.0	
1495.64868	9	4244339.758326775	c41+CMCT-G	1.79	
1495.75339	9	4309784.283425993	c41+CMCT-G	-2.67	
1495.8687771966665	9	3849503.823648464	c41+CMCT-G	0.0	
1495.97179	9	3082105.952982127	c41+CMCT-G	-5.6	
1496.0915500855556	9	2243665.749650987	c41+CMCT-G	0.0	
1496.2029343077777	9	1501589.898548342	c41+CMCT-G	0.0	
1496.3143170855553	9	932108.2294023903	c41+CMCT-G	0.0	
1496.4256987522222	9	540613.394527622	c41+CMCT-G	0.0	
1496.5370794188889	9	294690.86425107013	c41+CMCT-G	0.0	
1496.6484589744443	9	151756.27002407174	c41+CMCT-G	0.0	
1496.759837641111	9	74148.96932423743	c41+CMCT-G	0.0	
2201.2704988633336	6	69073.49152212299	c41-G	0.0	
2201.4376123633333	6	342879.659672563	c41-G	0.0	
2201.6047168633336	6	890352.3301242893	c41-G	0.0	
2201.7718148633335	6	1603311.5735921166	c41-G	0.0	
2201.93890753	6	2242981.162716491	c41-G	0.0	
2202.10025	6	2591569.663973215	c41-G	-2.61	
2202.2730803633335	6	2569135.8369528875	c41-G	0.0	
2202.44183	6	2242614.539862462	c41-G	0.76	
2202.6072403633334	6	1756298.053108953	c41-G	0.0	
2202.774316696667	6	1251528.2160359994	c41-G	0.0	
2202.941390696667	6	820484.4890851041	c41-G	0.0	
2203.1084628633334	6	499218.1195690906	c41-G	0.0	
2203.2755333633336	6	283958.12956080644	c41-G	0.0	
2203.44260203	6	151886.61095475042	c41-G	0.0	
2203.6096693633335	6	76781.30057229797	c41-G	0.0	
2203.7767353633335	6	36854.325945457254	c41-G	0.0	
1548.4336506411112	9	243685.74525208658	c42+CMCT	0.0	
1548.5450589744444	9	1300158.6817216442	c42+CMCT	0.0	
1548.6564619744445	9	3610706.203075183	c42+CMCT	0.0	
1548.77118	9	6927565.127258226	c42+CMCT	2.14	
1548.88118	9	10293896.951310255	c42+CMCT	1.24	
1548.99569	9	12601091.913515162	c42+CMCT	3.25	
1549.10017	9	13206455.364109788	c42+CMCT	-1.21	
1549.21472	9	12164715.565952862	c42+CMCT	0.83	
1549.32458	9	10036565.384226173	c42+CMCT	-0.15	
1549.4362006411109	9	7524048.826594319	c42+CMCT	0.0	
1549.54771	9	5182512.785542628	c42+CMCT	0.08	
1549.66497	9	3309247.708818586	c42+CMCT	3.87	
1549.7703481966664	9	1973298.1929426417	c42+CMCT	0.0	
1549.8817284188888	9	1105529.0316876285	c42+CMCT	0.0	
1549.9931077522222	9	584885.6568759644	c42+CMCT	0.0	
1550.1044860855554	9	293484.8400652593	c42+CMCT	0.0	
1550.2158636411111	9	140263.82600216774	c42+CMCT	0.0	
1398.97211193	10	424729.7026360916	c43	0.0	
1399.07237903	10	2241864.4425314157	c43	0.0	
1399.18012	10	6170841.239154734	c43	5.35	
1399.27123	10	11751511.02051256	c43	-1.19	
1399.37069	10	17353069.14790167	c43	-1.76	
1399.47340823	10	21130227.0237324	c43	0.0	
1399.57474	10	22046892.411887843	c43	0.77	
1399.67492	10	20232028.144387223	c43	0.72	
1399.77602	10	16640746.27526965	c43	1.33	
1399.87440133	10	12443248.276765926	c43	0.0	
1399.97067	10	8553323.605331527	c43	-2.84	
1400.085	10	5452917.8679491095	c43	7.22	
1400.17513213	10	3247835.078211909	c43	0.0	
1400.2753736299999	10	1818042.9288532063	c43	0.0	
1400.37561433	10	961469.3767442815	c43	0.0	
1400.4758542299999	10	482399.7014615909	c43	0.0	
1400.57609333	10	230528.63047568337	c43	0.0	
1424.09208823	10	139126.21093462995	c43+CMCT	0.0	
1424.19235623	10	757569.199170186	c43+CMCT	0.0	
1424.2926196299998	10	2145957.2847661497	c43+CMCT	0.0	
1424.39287943	10	4197892.935414165	c43+CMCT	0.0	
1424.49234	10	6357692.45701867	c43+CMCT	-0.56	
1424.59339043	10	7930018.062636133	c43+CMCT	0.0	
1424.7021	10	8466228.779484525	c43+CMCT	5.94	
1424.80204	10	7942393.960826355	c43+CMCT	5.72	
1424.90081	10	6672720.652183044	c43+CMCT	4.68	
1425.00104	10	5092828.739141226	c43+CMCT	4.67	
1425.0946347299998	10	3570945.1830194527	c43+CMCT	0.0	
1425.1948795299998	10	2320862.158715166	c43+CMCT	0.0	
1425.29512323	10	1408447.5983023902	c43+CMCT	0.0	
1425.3953660299999	10	802967.0437163088	c43+CMCT	0.0	
1425.49560783	10	432276.6334688967	c43+CMCT	0.0	
1425.5958489299999	10	220713.29331661575	c43+CMCT	0.0	
1425.6960892299999	10	107277.33549723365	c43+CMCT	0.0	
1408.98714723	10	67725.84671655727	c43+CMCT-G	0.0	
1409.08741653	10	363795.74412037095	c43+CMCT-G	0.0	
1409.1876808299999	10	1017516.0441445308	c43+CMCT-G	0.0	
1409.2879414299998	10	1966827.0055485906	c43+CMCT-G	0.0	
1409.39471	10	2945289.285313388	c43+CMCT-G	4.62	
1409.48989	10	3634171.2118435046	c43+CMCT-G	1.02	
1409.58870673	10	3839898.499457426	c43+CMCT-G	0.0	
1409.68895753	10	3566469.194542501	c43+CMCT-G	0.0	
1409.78920673	10	2967503.5960351476	c43+CMCT-G	0.0	
1409.88945443	10	2243777.76853979	c43+CMCT-G	0.0	
1409.9897009299998	10	1558973.319782201	c43+CMCT-G	0.0	
1410.0899461299998	10	1004277.4799480109	c43+CMCT-G	0.0	
1410.1901902299999	10	604208.069929175	c43+CMCT-G	0.0	
1410.29043343	10	341554.95627021726	c43+CMCT-G	0.0	
1410.3906756299998	10	182347.98324286714	c43+CMCT-G	0.0	
1410.49091703	10	92352.22383492386	c43+CMCT-G	0.0	
1410.5911577299998	10	44534.529957093444	c43+CMCT-G	0.0	
1456.99734023	10	149472.03003302886	c44+CMCT	0.0	
1457.09760793	10	833476.6202104279	c44+CMCT	0.0	
1457.19787113	10	2415112.7839788254	c44+CMCT	0.0	
1457.29813073	10	4828554.10904538	c44+CMCT	0.0	
1457.39382	10	7469095.829800973	c44+CMCT	-3.13	
1457.49625	10	9509729.1453044	c44+CMCT	-1.64	
1457.59911	10	10358394.239978513	c44+CMCT	0.15	
1457.70501	10	9910079.890856694	c44+CMCT	4.02	
1457.79983	10	8487595.684387174	c44+CMCT	0.3	
1457.8997	10	6601753.9985853955	c44+CMCT	0.04	
1457.99988613	10	4715839.6406569965	c44+CMCT	0.0	
1458.10013103	10	3121703.8711098735	c44+CMCT	0.0	
1458.2003748299999	10	1929081.601140972	c44+CMCT	0.0	
1458.3006177299999	10	1119586.7827153066	c44+CMCT	0.0	
1458.40085963	10	613425.4208035768	c44+CMCT	0.0	
1458.50110083	10	318739.9473574799	c44+CMCT	0.0	
1458.60134123	10	157625.84263984812	c44+CMCT	0.0	
1487.5014689299999	10	165289.9215912679	c45+CMCT	0.0	
1487.60173683	10	940408.049150584	c45+CMCT	0.0	
1487.70200033	10	2778341.4674186893	c45+CMCT	0.0	
1487.80204	10	5660787.483598495	c45+CMCT	-0.15	
1487.90251733	10	8919506.207132233	c45+CMCT	0.0	
1488.00015	10	11563634.010021914	c45+CMCT	-1.76	
1488.10164	10	12821556.370906664	c45+CMCT	-0.93	
1488.20287	10	12483239.397369225	c45+CMCT	-0.27	
1488.30181	10	10877693.608982418	c45+CMCT	-1.15	
1488.40817	10	8606371.403146127	c45+CMCT	2.95	
1488.51047	10	6252477.228310006	c45+CMCT	4.33	
1488.60515	10	4208615.706138449	c45+CMCT	0.6	
1488.7045076299999	10	2644036.5631449283	c45+CMCT	0.0	
1488.8047508299999	10	1560017.1557559604	c45+CMCT	0.0	
1488.9049931299999	10	868784.8495208946	c45+CMCT	0.0	
1489.00523463	10	458753.4366090169	c45+CMCT	0.0	
1489.1054753299998	10	230562.83498627399	c45+CMCT	0.0	
1352.1824920754545	11	33002.26908975833	c45+CMCT	0.0	
1352.2736447118182	11	187764.62105770543	c45+CMCT	0.0	
1352.3647933481818	11	554731.7818791295	c45+CMCT	0.0	
1352.4559387118181	11	1130249.38238898	c45+CMCT	0.0	
1352.54708153	11	1780894.6919550037	c45+CMCT	0.0	
1352.6448	11	2308828.981103379	c45+CMCT	4.86	
1352.7293607118181	11	2559989.4381250716	c45+CMCT	0.0	
1352.82024	11	2492440.0818737885	c45+CMCT	-0.19	
1352.9116332572728	11	2171872.1147880754	c45+CMCT	0.0	
1353.0027674390908	11	1718373.2813146575	c45+CMCT	0.0	
1353.09390053	11	1248387.8870517549	c45+CMCT	0.0	
1353.18503253	11	840304.5188249517	c45+CMCT	0.0	
1353.2761636209088	11	527916.0719541326	c45+CMCT	0.0	
1353.3672938027273	11	311477.5871586928	c45+CMCT	0.0	
1353.4584231663637	11	173464.12357732325	c45+CMCT	0.0	
1353.5495518027271	11	91596.05265141583	c45+CMCT	0.0	
1353.640679711818	11	46034.84985086074	c45+CMCT	0.0	
1379.9135180754545	11	421579.0156673038	c46+CMCT	0.0	
1380.00051	11	2446199.226711516	c46+CMCT	-3.02	
1380.09937	11	7366074.159190385	c46+CMCT	2.57	
1380.18448	11	15288811.216175472	c46+CMCT	-1.8	
1380.28156	11	24529890.874012757	c46+CMCT	2.5	
1380.36964	11	32371519.478400327	c46+CMCT	0.28	
1380.46179	11	36524694.96645574	c46+CMCT	1.02	
1380.55236	11	36177276.02454779	c46+CMCT	0.6	
1380.64503	11	32063201.67976415	c46+CMCT	1.72	
1380.73598	11	25796715.07663526	c46+CMCT	1.58	
1380.82572	11	19054145.63448118	c46+CMCT	0.57	
1380.92527	11	13037589.311994804	c46+CMCT	6.67	
1381.0071933481818	11	8325108.957004705	c46+CMCT	0.0	
1381.10259	11	4991472.296172445	c46+CMCT	3.09	
1381.1894534390908	11	2824529.2075572764	c46+CMCT	0.0	
1381.2805824390907	11	1515169.3017810285	c46+CMCT	0.0	
1381.371710620909	11	773568.5641874196	c46+CMCT	0.0	
1381.4628382572726	11	377008.99627576774	c46+CMCT	0.0	
1366.1817536209091	11	57384.37371956193	c46+CMCT-G	0.0	
1366.272907439091	11	328739.6304785225	c46+CMCT-G	0.0	
1366.3640571663636	11	978148.7970375352	c46+CMCT-G	0.0	
1366.455203620909	11	2007419.3077617793	c46+CMCT-G	0.0	
1366.5463473481818	11	3186453.429814796	c46+CMCT-G	0.0	
1366.62812	11	4162167.859533917	c46+CMCT-G	-6.86	
1366.7286283481817	11	4650108.443137258	c46+CMCT-G	0.0	
1366.82101	11	4562304.482186765	c46+CMCT-G	0.91	
1366.91158	11	4006435.046150401	c46+CMCT-G	0.5	
1367.0020374390908	11	3194723.6091979034	c46+CMCT-G	0.0	
1367.0931712572726	11	2339293.6030064793	c46+CMCT-G	0.0	
1367.1843039845453	11	1587140.7966113612	c46+CMCT-G	0.0	
1367.275435802727	11	1005093.5750276597	c46+CMCT-G	0.0	
1367.366566620909	11	597787.240409616	c46+CMCT-G	0.0	
1367.457696620909	11	335609.2149661037	c46+CMCT-G	0.0	
1367.5488258936361	11	178642.54417462414	c46+CMCT-G	0.0	
1367.6399544390908	11	90505.1082490069	c46+CMCT-G	0.0	
932.12753	1	5863035.750318112	w03	0.41	
933.12563	1	1993020.4307600933	w03	-4.63	
934.13213653	1	593706.475500118	w03	0.0	
935.13456053	1	125017.54942178327	w03	0.0	
936.1367955300001	1	23252.077071979646	w03	0.0	
947.62681	2	5871456.147700917	w06	1.8	
948.12402	2	4177583.5285087517	w06	-2.59	
948.62767553	2	1971945.5925604159	w06	0.0	
949.1288785300001	2	698050.162855439	w06	0.0	
949.6300515300001	2	205190.42547179924	w06	0.0	
950.13121703	2	51989.36896094592	w06	0.0	
1449.19836	2	6577424.099622232	w09	-2.06	
1449.70463	2	7265981.388337833	w09	1.35	
1450.2039040299999	2	4801560.855858122	w09	0.0	
1450.70511253	2	2348530.2014432065	w09	0.0	
1451.20630003	2	935402.1274354131	w09	0.0	
1451.7074750299998	2	318469.04640114825	w09	0.0	
1452.20864003	2	95572.04167926533	w09	0.0	
1522.5385131966666	3	2634567.7184340153	w14	0.0	
1522.8727248633331	3	4582234.034201512	w14	0.0	
1523.21182	3	4481803.392709889	w14	3.23	
1523.53846	3	3174502.83905623	w14	-1.7	
1523.8751871966667	3	1802409.4914507098	w14	0.0	
1524.2093171966667	3	865702.7131533526	w14	0.0	
1524.543439863333	3	363640.0490070802	w14	0.0	
1524.8775571966667	3	136629.8575647836	w14	0.0	
1525.2116695299999	3	46666.022921729265	w14	0.0	
1720.44694233	5	504208.8381699356	w26+CMCT	0.0	
1720.64748673	5	1664403.5742394542	w26+CMCT	0.0	
1720.85139	5	2931476.5378355053	w26+CMCT	1.96	
1721.05711	5	3631300.5103532174	w26+CMCT	4.98	
1721.24904173	5	3532441.0581020257	w26+CMCT	0.0	
1721.4495449299998	5	2862645.594913904	w26+CMCT	0.0	
1721.65004313	5	2004634.6687840428	w26+CMCT	0.0	
1721.85053713	5	1243531.243215532	w26+CMCT	0.0	
1722.05102733	5	695624.3188819913	w26+CMCT	0.0	
1722.2515145299997	5	355669.2579097033	w26+CMCT	0.0	
1722.45199893	5	167946.71206135885	w26+CMCT	0.0	
1722.6524811299998	5	73858.69727422521	w26+CMCT	0.0	
1722.8529609299997	5	30462.276371777345	w26+CMCT	0.0	
867.5051087300001	10	371116.9057667579	w27	0.0	
867.60537873	10	1211749.9581866101	w27	0.0	
867.7056405300001	10	2117856.5856470377	w27	0.0	
867.81011	10	2608855.3427419523	w27	4.85	
867.9004	10	2527673.033261471	w27	-6.62	
868.00639923	10	2042701.404754686	w27	0.0	
868.10664633	10	1427905.9923871662	w27	0.0	
868.20689143	10	884926.7882669319	w27	0.0	
868.3071348300001	10	494903.6573069415	w27	0.0	
868.4073767300001	10	253125.2525122496	w27	0.0	
868.50761723	10	119637.0876554459	w27	0.0	
868.6078566299999	10	52687.85648402087	w27	0.0	
868.7080950300001	10	21774.063138804544	w27	0.0	
1289.0171931014283	7	623023.3291205469	w28	0.0	
